,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21aaifzqn,ZTF21aaifzqn,ZTF18adakwzc,ZTF18adaliyg,ZTFabc55182,ZTFabc98054,ZTF20acrsubb,ZTF19accblxh,ZTFabc92354,ZTFabc27705,ZTFabc71393,ZTF21abarhvu,0,331.8299,345.0158,354.3427,355.2235,372.003,399.6828,407.0332,422.0696,423.4462,426.598,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,No_TNS,Fake,Fake,Fake,Yes_TNS,None,None,None,SN II,SN II,None,None,SN II,SN Ia,SN II,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acgznau,ZTF20acgznau,ZTFabc03273,ZTFabc50607,ZTF18abzpjae,ZTF21abeimik,ZTFabc52647,ZTFabc28888,ZTFabc88106,ZTFabc60666,ZTFabc60562,ZTF21abawvdc,0,323.7639,377.5142,469.2808,482.319,517.6962,518.2537,518.2914,520.0929,520.9692,526.8094,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,None,None,SN IIP,SN IIP,SN IIP,SN IIP,SN Ia,None,0.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF17aadqidc,ZTF17aadqidc,ZTF21acimaio,ZTFabc79514,ZTFabc55997,ZTF21aarigez,ZTFabc19671,ZTFabc09479,ZTF21abbewsz,ZTFabc43268,ZTFabc96173,ZTFabc01614,0,211.9575,218.1241,222.8579,226.7502,235.1748,244.9971,257.6203,258.1683,275.9465,282.9177,No_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.075,-99.0,-99.0,-99.0
ZTF21abwrola,ZTF21abwrola,ZTFabc44557,ZTFabc31754,ZTFabc34206,ZTFabc80024,ZTFabc60231,ZTF21aagtspb,ZTFabc48680,ZTFabc91032,ZTFabc22634,ZTFabc40083,0,344.3009,362.6112,363.2962,363.6935,364.944,367.9041,375.1796,379.3436,385.9069,392.0136,Yes_TNS,Fake,Fake,Fake,Fake,Fake,No_TNS,Fake,Fake,Fake,Fake,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,None,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acpggtl,ZTF20acpggtl,ZTF21aabyqps,ZTF21aagysdv,ZTF20acospqv,ZTFabc16069,ZTFabc95693,ZTF21aalimtb,ZTFabc59415,ZTFabc60984,ZTFabc02264,ZTFabc24406,0,275.895,279.1019,281.4048,302.7892,307.511,310.8266,312.7467,314.9106,315.1633,315.6074,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,No_TNS,Fake,Fake,Fake,Fake,None,SN Ia,None,None,SN Ia,SN II,None,TDE,TDE,TDE,SN II,-99.0,0.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaynlvs,ZTF21aaynlvs,ZTF21aafkhfx,ZTF18aajiqhb,ZTF21abdcazo,ZTF21aatobgz,ZTF18absrljp,ZTF21aaxzbrn,ZTFabc34547,ZTF21aaiqbqz,ZTFabc73096,ZTF21abbzjeq,0,470.6326,554.532,661.3808,664.4645,690.4688,709.504,712.7052,718.5648,722.6378,733.0482,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,0.043
ZTF21abecoyv,ZTF21abecoyv,ZTF21aazlqij,ZTF21ackmpcb,ZTFabc15271,ZTF21aalgrcl,ZTFabc29130,ZTFabc03316,ZTFabc01413,ZTFabc49814,ZTF21aazkfmr,ZTFabc75577,0,278.564,289.5891,337.9372,350.3865,355.7196,359.3775,363.376,378.6681,379.4065,393.4996,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,None,None,SN IIb,None,SN IIb,SN IIb,SN IIb,SN IIb,None,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aankmzt,ZTF21aankmzt,ZTFabc58571,ZTFabc07874,ZTFabc69100,ZTFabc79953,ZTFabc69829,ZTFabc40784,ZTFabc88187,ZTFabc57281,ZTFabc17851,ZTFabc81733,0,205.4193,206.2184,206.2232,216.1774,216.661,261.3347,267.047,267.5899,271.0995,272.4174,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN II,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aapfncm,ZTF21aapfncm,ZTF21aacsrla,ZTF20abtiagv,ZTF19abuatua,ZTF20acpzfzk,ZTFabc90720,ZTFabc95957,ZTFabc77935,ZTFabc11340,ZTFabc85267,ZTFabc21333,0,237.8438,288.2448,295.736,310.8229,329.8694,337.6619,338.4602,338.8532,339.212,339.5952,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,None,SN II,TDE,TDE,TDE,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aahqhnz,ZTF21aahqhnz,ZTFabc72462,ZTFabc57958,ZTFabc60766,ZTFabc12158,ZTFabc76415,ZTFabc24125,ZTFabc18541,ZTF21aarlkrn,ZTFabc76829,ZTFabc52274,0,355.3764,357.501,359.2729,367.5086,367.9108,367.9982,372.6364,376.5395,380.1619,380.5784,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,None,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aalwpxz,ZTF21aalwpxz,ZTF21aazhmta,ZTF21aawqqei,ZTF18acpegrg,ZTF20actkuxm,ZTF21aappkrg,ZTF20acwnpia,ZTF20acpwioh,ZTF18abwqgsc,ZTF20acibvgy,ZTF21abmdhes,0,247.1537,290.2297,333.0723,369.5424,399.5437,438.5798,443.1524,452.1693,470.6889,482.6841,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.04
ZTF18acbyyff,ZTF18acbyyff,ZTF21aahpakt,ZTF21abadowv,ZTFabc27069,ZTF20acgkbjz,ZTF20acyvzef,ZTFabc42981,ZTFabc13266,ZTF20abxyaje,ZTF18aawxxvy,ZTFabc57083,0,258.6209,284.5851,305.8579,307.9612,310.8007,313.1394,320.0484,323.1222,330.5862,341.1684,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,None,SN Ia,0.07,-99.0,-99.0,-99.0,0.047,0.03862,-99.0,-99.0,0.03784,-99.0,-99.0
ZTF21abrpdsp,ZTF21abrpdsp,ZTF21abdznet,ZTFabc30140,ZTFabc04246,ZTF20aciudrr,ZTFabc78606,ZTF21abfmbix,ZTFabc52737,ZTFabc18297,ZTFabc61925,ZTFabc60393,0,291.9548,303.9182,306.6378,317.7266,318.3175,324.4974,325.9373,325.9547,329.1984,329.4415,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN IIn,SN IIn,SN IIn,SN IIn,0.037404,-99.0,-99.0,-99.0,0.09957,-99.0,0.009316,-99.0,-99.0,-99.0,-99.0
ZTF21aakytos,ZTF21aakytos,ZTF18aajiqhb,ZTF21aaiqbqz,ZTF21aasmkqh,ZTF21aafkhfx,ZTF20acuhlsk,ZTF20aclnbft,ZTF20acpgmqn,ZTF19aaafgdr,ZTF21abijcqe,ZTF21aardcks,0,315.1375,428.3264,436.4827,461.5793,469.1437,474.4296,475.1371,487.6116,511.7819,532.2893,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaxsxui,ZTF21aaxsxui,ZTFabc42624,ZTF21aaasxel,ZTFabc05270,ZTFabc05232,ZTFabc97559,ZTFabc16043,ZTFabc06996,ZTFabc73668,ZTFabc29013,ZTF20aciudwb,0,235.9414,255.4284,265.701,267.064,269.4036,319.8818,320.3643,323.2235,344.729,347.3252,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,-99.0,-99.0,0.088,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abgfsok,ZTF21abgfsok,ZTFabc55171,ZTFabc34838,ZTFabc22138,ZTFabc29071,ZTFabc95983,ZTFabc00180,ZTFabc68744,ZTFabc60612,ZTFabc42384,ZTFabc27233,0,171.8453,220.5123,220.5505,224.5175,231.2492,244.8747,244.9993,247.59,248.0535,248.7938,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN IIn,SN IIn,SN IIn,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aapkuur,ZTF21aapkuur,ZTF20acrbrbi,ZTF18aaiuynw,ZTF20acyvzje,ZTFabc04385,ZTFabc79315,ZTFabc10458,ZTFabc45709,ZTFabc97688,ZTF20acthdtq,ZTFabc56520,0,247.3551,263.2571,271.8397,278.515,278.5696,278.6091,279.6112,280.4103,284.003,289.2394,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,No_TNS,Fake,SN Ia,None,None,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,None,TDE,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aajkgtr,ZTF18aajkgtr,ZTF21aaqyraq,ZTF20acphjfv,ZTF21aafldgt,ZTF21aaxszmx,ZTF19aabyorx,ZTF18aathofv,ZTFabc31222,ZTF21aabxztv,ZTFabc76951,ZTFabc72152,0,428.6812,454.0551,482.5011,497.6857,509.458,580.9907,590.6978,590.9811,595.8895,597.9573,No_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Fake,Fake,None,None,None,None,None,None,None,SN II,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.094728,-99.0,-99.0
ZTF20acwxiad,ZTF20acwxiad,ZTFabc62803,ZTFabc23289,ZTFabc28531,ZTF21aarztzh,ZTF18aczcsmg,ZTFabc74774,ZTFabc80098,ZTF21aavouex,ZTFabc04753,ZTFabc89776,0,238.4777,265.0623,271.8267,280.2041,283.5287,299.0013,304.7245,313.9565,315.6769,319.1031,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,None,SN II,SN IIn,SN IIn,None,None,SN II,SN II,None,SN II,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acuozua,ZTF20acuozua,ZTFabc57334,ZTFabc28379,ZTFabc85533,ZTFabc32929,ZTFabc52009,ZTFabc84679,ZTF21abgywux,ZTFabc16076,ZTFabc18891,ZTFabc00329,0,160.1031,186.9931,189.5756,194.2671,198.8433,210.7726,218.7531,228.7661,246.9249,253.8408,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.036,-99.0,-99.0,-99.0
ZTF20acqyfie,ZTF20acqyfie,ZTF21abdtlqx,ZTF20acripum,ZTF20acteioa,ZTF21abotose,ZTFabc53356,ZTFabc72565,ZTFabc27594,ZTFabc66028,ZTFabc80646,ZTFabc20823,0,388.5966,436.5519,469.4909,477.2397,477.2853,478.1507,478.7652,478.8492,479.2581,479.4431,Yes_TNS,No_TNS,No_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,0.0412,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abfmivl,ZTF21abfmivl,ZTFabc03031,ZTFabc44403,ZTFabc27429,ZTFabc00241,ZTFabc64047,ZTFabc09984,ZTFabc35158,ZTFabc54035,ZTFabc84001,ZTFabc53543,0,244.0741,244.9481,246.319,248.3324,248.4336,248.7029,249.7923,250.8449,253.1255,254.6443,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN II,SN Ib,SN Ib,SN Ib,SN II,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aavpjig,ZTF21aavpjig,ZTF18abrwqti,ZTF18adbhoqv,ZTFabc55895,ZTF21aahmxfs,ZTF18abvrgjc,ZTF21abmdcfm,ZTF21abiawpf,ZTFabc01724,ZTFabc31240,ZTFabc38657,0,317.1614,335.2733,344.3862,349.6023,361.332,365.2488,369.4223,372.293,374.054,376.0696,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,None,None,None,SN Ic-BL,None,None,None,SN Ia,SN Ic-BL,SN Ia,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.073,-99.0,-99.0,-99.0
ZTF21abchjer,ZTF21abchjer,ZTFabc72426,ZTFabc08426,ZTFabc39060,ZTFabc84176,ZTF20actkuke,ZTFabc15580,ZTFabc84439,ZTFabc77778,ZTFabc44008,ZTFabc25718,0,205.0245,232.9372,233.0475,258.1328,271.2848,282.9222,291.7849,291.8028,293.5376,293.8184,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,SN Ic-BL,SN Ia,SN II,SN Ia,SN Ia,None,SN II,SN Ic,SN Ic,SN Ia,SN Ic,0.024617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acpkwer,ZTF20acpkwer,ZTF19aacwqjs,ZTF21aacsnql,ZTF21aaphlle,ZTF18acwwods,ZTF20acxxwun,ZTF20acwjnux,ZTF21aaqarsw,ZTF21aasaxdk,ZTF20achmjjk,ZTF21aagxuyk,0,408.7808,464.0312,503.7578,537.6927,561.1185,568.4914,571.1152,597.1664,630.772,634.5352,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0875,-99.0,-99.0
ZTF21aaptoph,ZTF21aaptoph,ZTFabc06359,ZTFabc82722,ZTFabc22715,ZTFabc79498,ZTFabc76048,ZTFabc70296,ZTFabc65641,ZTFabc82745,ZTFabc09650,ZTFabc92123,0,223.2017,223.8369,227.6688,228.9657,229.1943,229.2674,230.372,231.0607,232.09,232.4488,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,TDE,SN IIb,SN IIb,TDE,TDE,TDE,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aaafhyc,ZTF19aaafhyc,ZTF21abvdcep,ZTF20actkupc,ZTFabc54868,ZTF21aazhvdk,ZTF21aaufvpg,ZTF21aarhmed,ZTF20acudkao,ZTF21aagogrx,ZTFabc56620,ZTFabc19506,0,381.5724,421.8692,515.8665,537.0422,538.4083,557.9673,559.5004,566.8878,567.5398,567.552,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,None,None,None,SN Ia,None,SN Ia,None,SN Ia,None,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,0.03,-99.0,0.0383060016,-99.0,-99.0,-99.0
ZTF20actfpka,ZTF20actfpka,ZTF20aconebc,ZTF20acvezau,ZTF20acpprmy,ZTFabc34094,ZTFabc58270,ZTF21aaqupdt,ZTF21aaxsorf,ZTFabc78838,ZTFabc01316,ZTF21aciuhqw,0,257.7936,361.8279,450.2479,451.5716,455.3889,492.9413,497.4653,507.4749,510.8828,510.8914,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ic-BL,-99.0,-99.0,-99.0,0.08,-99.0,-99.0,0.080522,-99.0,-99.0,-99.0,0.045
ZTF21aaxgwtb,ZTF21aaxgwtb,ZTF18aamxjoa,ZTF21abctmnb,ZTF21aagmoqw,ZTF21aajdbhw,ZTFabc96275,ZTFabc27670,ZTFabc70017,ZTFabc39483,ZTFabc33199,ZTF21aaqzqdy,0,480.2159,495.8151,522.1833,556.8301,559.2683,560.2418,562.864,563.5277,563.8324,570.0701,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,None,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN II,SN II,None,0.04423,-99.0,0.045,0.0554,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acyvzbr,ZTF20acyvzbr,ZTF20acwpixx,ZTFabc46844,ZTF21aaprcuv,ZTFabc30970,ZTFabc38150,ZTF20acrwxkh,ZTF18aayajbe,ZTF21aapfpov,ZTF18accvkpt,ZTF21abouzom,0,557.4668,654.6076,705.0545,716.543,758.8527,780.4045,805.3162,808.3049,841.9144,940.511,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,None,None,None,0.05456,0.077451,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aabhdko,ZTF19aabhdko,ZTFabc17560,ZTFabc01216,ZTFabc04016,ZTFabc63589,ZTFabc80103,ZTFabc71373,ZTFabc82858,ZTFabc80527,ZTFabc10104,ZTFabc31243,0,227.1476,229.665,256.1868,260.7616,263.9544,265.4312,267.7519,268.4426,270.2378,273.2678,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaptnwj,ZTF21aaptnwj,ZTFabc45247,ZTFabc40701,ZTFabc24048,ZTFabc62279,ZTFabc60011,ZTFabc68492,ZTFabc51244,ZTFabc26615,ZTFabc13703,ZTFabc11186,0,278.6936,278.9016,279.2477,279.4275,279.4492,279.9432,280.8366,281.5039,285.9522,286.4251,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aasjpsn,ZTF21aasjpsn,ZTF21aalkkmu,ZTF21aabcwgo,ZTFabc68626,ZTF21abxbopm,ZTF20actlvpy,ZTF21aaaoszc,ZTFabc81942,ZTF21aavdpdb,ZTF18aasouko,ZTFabc33657,0,309.1869,331.0325,336.8759,347.2578,350.7266,359.8898,361.3664,372.6728,375.709,377.1536,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,None,None,None,SN Ia,None,SN Ia,None,SN Ia,None,None,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,0.11,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abpldky,ZTF21abpldky,ZTFabc79747,ZTFabc89137,ZTFabc90249,ZTFabc74467,ZTFabc06026,ZTF21aalghsu,ZTFabc59804,ZTFabc04633,ZTFabc05317,ZTFabc90381,0,166.7625,174.2611,177.5078,186.8471,191.6704,193.0492,193.2085,195.7994,197.5609,214.2356,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,None,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abzcefc,ZTF20abzcefc,ZTFabc72388,ZTF21abcuqyj,ZTF20acvhwlp,ZTFabc93951,ZTFabc92804,ZTFabc67089,ZTFabc84493,ZTFabc39827,ZTF21aaoevvx,ZTFabc29197,0,265.3455,277.9631,324.024,383.0317,388.1152,398.4448,399.3614,404.422,408.4256,410.9941,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,SN II,SN II,None,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN II,None,SN Ia,0.056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aasjyhc,ZTF19aasjyhc,ZTF21aaekepo,ZTF20aczhbki,ZTF19abzqlxw,ZTF20acyxvbz,ZTF20abnfsnt,ZTFabc09897,ZTFabc16380,ZTFabc32678,ZTFabc37942,ZTFabc55431,0,426.3938,436.248,437.0198,560.8943,593.3622,601.5577,602.165,605.9781,607.5123,609.6047,No_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Fake,Fake,Fake,Fake,None,None,None,None,None,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaqmhdy,ZTF21aaqmhdy,ZTFabc22615,ZTFabc63658,ZTFabc57296,ZTFabc24578,ZTF18absqohp,ZTF21aaflcbk,ZTF21aaabvrz,ZTF21aacsrla,ZTF21aacsvko,ZTFabc60482,0,139.9255,234.226,236.8152,239.8092,241.1386,244.108,248.3491,249.5694,273.5817,281.6331,Yes_TNS,Fake,Fake,Fake,Fake,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0
ZTF20acowcee,ZTF20acowcee,ZTF21aagnwsn,ZTFabc03676,ZTFabc83635,ZTF21aawacvf,ZTFabc37043,ZTF21aatizgv,ZTFabc74104,ZTF20acuimtq,ZTF21aagankm,ZTFabc98432,0,374.671,460.4432,464.6719,473.5909,485.6841,492.9274,500.4975,509.5892,511.6705,512.9244,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,SN Ia,None,SN II,SN Ia,None,SN II,None,SN Ia,SN Ia,None,SN Ia,0.11,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.069,-99.0,-99.0
ZTF20abmthvt,ZTF20abmthvt,ZTF21abvamvu,ZTFabc21444,ZTF21aaanqpg,ZTF21aahdpvi,ZTFabc17393,ZTFabc14742,ZTFabc26469,ZTFabc04424,ZTF21aagmecm,ZTF21aaihijq,0,466.0457,472.9184,474.7993,480.7905,487.6961,491.1234,493.8909,497.7366,508.4154,516.1549,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,0.045,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
